126960,Technology Lead,EAISSOA,LT-DATASCIENCE,OGS97CKU6CV,E20-007 Data Science and Big Data Analytics Exam,Technical,External,Specific,N,22-Aug-16,Offshore,Absent,0,Not Qualified,,On Demand,13179,Advanced
126968,Technology Analyst,FSADM1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-500,Technical,External,Specific,N,10-Jun-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Basic
126968,Technology Analyst,FSADM1,LT-GOOGLE,PAE08PYG6TW,Google Analytics certification,Process,External,Specific,N,14-Apr-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Advanced
126968,Technology Analyst,FSADM1,LT-DATASCIENCE,BXC11TCP5FS,The Analytics Edge - MITx,Process,External,Specific,N,17-Oct-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Advanced
126968,Technology Analyst,FSADM1,LT-DATASCIENCE,SHK30IUR8GI,Coursera Machine Learning With Big Data,Technical,External,Specific,N,26-Apr-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Advanced
126968,Technology Analyst,FSADM1,LT-DATASCIENCE,TEV64VRW4TG,Coursera R Programming,Technical,External,Specific,N,29-Jun-16,Offshore,Attended,55,Not Qualified,,Role Based,13179,Advanced
126968,Technology Analyst,FSADM1,LT-NOSQL,RYV14ZJD1CH,C100DEV  MongoDB Certified Developer Associate Exam,Domain,External,Specific,N,30-Mar-16,Offshore,Attended,55,Not Qualified,,Role Based,13179,Basic
127547,Technology Analyst,FSADM1,LT-NOSQL,UOB62BNE6NS,C100DBA  MongoDB Certified DBA Associate Exam,Technical,External,Specific,N,13-Dec-17,Onsite,Attended,58,Not Qualified,,Need Based,13179,Advanced
127547,Technology Analyst,FSADM1,LT-NOSQL,DCJ43RUQ4DT,M101 - MongoDB for Developers,Technical,External,Specific,N,3-Nov-17,Onsite,Attended,45,Not Qualified,,Need Based,13179,Basic
132085,Technology Lead,INS-ADM,LT-NOSQL,TOG00TAA3BA,M102 MongoDB for DBAs,Process,External,Specific,N,31-Mar-16,Offshore,Attended,20,Not Qualified,,Need Based,13179,Advanced
132486,Technology Analyst,DNADE1,LT-NOSQL,FWJ91VXH3MB,M202 MongoDB Advanced Deployment and Operations,Technical,External,Specific,N,29-Mar-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Advanced
134018,Technology Lead,DNADE2,LT-DATASCIENCE,OGS97CKU6CV,E20-007 Data Science and Big Data Analytics Exam,Technical,External,Specific,N,30-Jun-16,Offshore,Attended,70,Qualified,,On Demand,13179,Advanced
134942,Technology Analyst,DNADE1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-500,Technical,External,Specific,N,19-Jul-16,Offshore,Attended,40,Not Qualified,,Role Based,13179,Basic
136189,Technology Lead,ENGNE,LT-GOOGLE,PAE08PYG6TW,Google Analytics certification,Process,External,Specific,N,28-Apr-16,Offshore,Attended,63,Qualified,,Role Based,13179,Advanced
136751,Technology Lead,HTADM,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,15-Jun-16,Offshore,Attended,68,Qualified,,Role Based,13179,Basic
136788,Technology Analyst,,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,12-May-16,Offshore,Attended,68,Qualified,Exit Case,Role Based,13179,Basic
136788,Technology Analyst,,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,19-Feb-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
136788,Technology Analyst,,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,25-Mar-16,Offshore,Attended,45,Not Qualified,Exit Case,Role Based,13179,Basic
136788,Technology Analyst,,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,27-May-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
136788,Technology Analyst,,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,3-Jun-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
141257,Technology Analyst,FSADM1,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,15-Dec-17,Offshore,Attended,55,Not Qualified,,Role Based,13179,Basic
141257,Technology Analyst,FSADM1,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,24-Nov-17,Offshore,Absent,0,Not Qualified,,Role Based,13179,Basic
142844,Technology Analyst,RCLADM2,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,3-Jun-16,Offshore,Attended,65,Qualified,,Role Based,13179,Basic
144329,Technology Analyst,STGPW,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,24-Aug-16,Offshore,Attended,73,Qualified,,Role Based,13179,Basic
144349,Technology Analyst,ECSADMC,LT-BIGDATA,MVG31ABV3FC,Certified Hadoop Core Developer,Domain,Internal,Core,N,23-Jun-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Basic
145644,Technology Analyst,ECSADMC,LT-BIGDATA,KYV16CNH9ER,Certified Big Data - Hadoop Developer,Technical,Internal,Specific,N,27-May-16,Onsite,Attended,70,Qualified,,Role Based,13179,Basic
147672,Technology Analyst,,LT-BIGDATA,KYV16CNH9ER,Certified Big Data - Hadoop Developer,Technical,Internal,Specific,N,10-May-16,Onsite,Attended,55,Not Qualified,Exit Case,Need Based,13179,Basic
147672,Technology Analyst,,LT-BIGDATA,KYV16CNH9ER,Certified Big Data - Hadoop Developer,Technical,Internal,Specific,N,21-Mar-16,Onsite,Attended,53,Not Qualified,Exit Case,Need Based,13179,Basic
148922,Technology Lead,DNADE1,LT-BIGDATA,KYV16CNH9ER,Certified Big Data - Hadoop Developer,Technical,Internal,Specific,N,10-Mar-16,Offshore,Attended,63,Qualified,,Role Based,13179,Basic
151519,Technology Analyst,,LT-BIGDATA,KYV16CNH9ER,Certified Big Data - Hadoop Developer,Technical,Internal,Specific,N,5-May-16,Offshore,Absent,0,Not Qualified,Exit Case,Need Based,13179,Basic
151663,Technology Analyst,,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,19-Jan-16,Offshore,Attended,60,Qualified,Exit Case,Role Based,13179,Basic
153273,Technology Lead,DNADE1,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,13-May-16,Offshore,Attended,38,Not Qualified,,Need Based,13179,Basic
153273,Technology Lead,DNADE1,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,28-Apr-16,Offshore,Attended,38,Not Qualified,,Need Based,13179,Basic
153351,Technology Analyst,DNADE2,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,9-Jun-16,Offshore,Attended,55,Not Qualified,,Need Based,13179,Basic
154824,Technology Analyst,DNADE2,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,24-May-16,Offshore,Attended,70,Qualified,,Role Based,13179,Basic
154877,Technology Analyst,,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,14-Mar-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
154877,Technology Analyst,,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,22-Mar-16,Offshore,Attended,55,Not Qualified,Exit Case,Role Based,13179,Basic
154877,Technology Analyst,,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,23-May-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
154877,Technology Analyst,,LT-COURSERA,OMK74CMK9NF,Coursera Introduction to Big Data,Technical,External,Specific,N,27-May-16,Offshore,Attended,55,Not Qualified,Exit Case,Role Based,13179,Basic
154877,Technology Analyst,,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,4-May-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
155092,Technology Lead,DNADE2,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,13-Apr-17,Offshore,Attended,48,Not Qualified,,Role Based,13179,Basic
162037,Technology Analyst,FSADM1,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,26-Sep-16,Offshore,Attended,43,Not Qualified,,Role Based,13179,Basic
162848,Technology Analyst,,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,20-Mar-17,Offshore,Attended,60,Qualified,Exit Case,Role Based,13179,Basic
163142,Technology Analyst,FSADM2,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,17-Aug-17,Offshore,Attended,58,Not Qualified,,Role Based,13179,Basic
163142,Technology Analyst,FSADM2,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,26-Oct-17,Offshore,Attended,60,Qualified,,Role Based,13179,Basic
163142,Technology Analyst,FSADM2,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,4-Sep-17,Offshore,Attended,58,Not Qualified,,Role Based,13179,Basic
163146,Technology Lead,ECSADMC,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,1-Jun-17,Offshore,Attended,63,Qualified,,On Demand,13179,Basic
163944,Technology Analyst,FSADM3,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,27-Jun-16,Offshore,Attended,68,Qualified,,Role Based,13179,Basic
164297,Technology Lead,DNADE2,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,15-Jan-16,Offshore,Attended,73,Qualified,,Role Based,13179,Basic
164959,Technology Lead,CISNGE,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,14-Jul-16,Offshore,Attended,65,Qualified,,On Demand,13179,Basic
165969,Technology Analyst,TRADM,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,19-Jan-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Basic
165969,Technology Analyst,TRADM,LT-BIGDATA,YJQ28YCZ0HH,Kafka Developer,Domain,Internal,Specific,N,21-Mar-16,Offshore,Attended,73,Qualified,,Role Based,13179,Basic
166167,Technology Analyst,,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-500,Technical,External,Specific,N,18-Apr-16,Offshore,Attended,55,Not Qualified,Exit Case,Role Based,13179,Basic
167139,Technology Lead,RCLADM1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-501,Technical,Internal,Specific,N,20-Jul-17,Offshore,Attended,50,Not Qualified,,Need Based,13179,Basic
167784,Technology Lead,IOTCORE,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-502,Technical,Internal,Specific,N,24-Feb-16,Onsite,Attended,60,Qualified,,On Demand,13179,Basic
167813,Technology Analyst,RCLADM2,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-503,Technical,Internal,Specific,N,21-Apr-16,Offshore,Attended,45,Not Qualified,,Need Based,13179,Basic
167813,Technology Analyst,RCLADM2,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-504,Technical,Internal,Specific,N,30-Mar-16,Offshore,Absent,0,Not Qualified,,Need Based,13179,Basic
169069,Technology Analyst,IVS-FS,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-505,Technical,Internal,Specific,N,21-Jun-16,Offshore,Absent,0,Not Qualified,,Need Based,13179,Basic
169069,Technology Analyst,IVS-FS,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-506,Technical,Internal,Specific,N,3-Jun-16,Offshore,Attended,58,Not Qualified,,Need Based,13179,Basic
169109,Technology Analyst,,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-507,Technical,Internal,Specific,N,30-Jun-16,Onsite,Attended,40,Not Qualified,Exit Case,Role Based,13179,Basic
169952,Technology Analyst,,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-508,Technical,Internal,Specific,N,2-Mar-16,Offshore,Attended,68,Qualified,Exit Case,Role Based,13179,Basic
172646,Technology Analyst,,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-509,Technical,Internal,Specific,N,28-Jun-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
172646,Technology Analyst,,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-510,Technical,Internal,Specific,N,28-Sep-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
172646,Technology Analyst,,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-511,Technical,Internal,Specific,N,29-Jul-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
172646,Technology Analyst,,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-512,Technical,Internal,Specific,N,6-May-16,Offshore,Attended,55,Not Qualified,Exit Case,Role Based,13179,Basic
172814,Technology Analyst,,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-513,Technical,Internal,Specific,N,20-Jul-16,Offshore,Attended,65,Qualified,Exit Case,Role Based,13179,Basic
173392,Technology Lead,RCLADM1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-514,Technical,Internal,Specific,N,13-May-16,Offshore,Absent,0,Not Qualified,,Need Based,13179,Basic
173392,Technology Lead,RCLADM1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-515,Technical,Internal,Specific,N,14-Jun-16,Offshore,Absent,0,Not Qualified,,Need Based,13179,Basic
173392,Technology Lead,RCLADM1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-516,Technical,Internal,Specific,N,20-May-16,Offshore,Absent,0,Not Qualified,,Need Based,13179,Basic
173392,Technology Lead,RCLADM1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-517,Technical,Internal,Specific,N,23-Jun-16,Offshore,Absent,0,Not Qualified,,Need Based,13179,Basic
173392,Technology Lead,RCLADM1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-518,Technical,Internal,Specific,N,23-Mar-16,Offshore,Attended,40,Not Qualified,,Need Based,13179,Basic
173392,Technology Lead,RCLADM1,LT-CLOUDERA,WKU77PCM5BL,Cloudera Certified Administrator for Apache Hadoop CDH5 CCA-519,Technical,Internal,Specific,N,30-Jun-16,Offshore,Attended,45,Not Qualified,,Need Based,13179,Basic
173392,Technology Lead,RCLADM1,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,8-Jun-16,Offshore,Absent,0,Not Qualified,,Need Based,13179,Basic
173392,Technology Lead,RCLADM1,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,9-May-16,Offshore,Absent,0,Not Qualified,,Need Based,13179,Basic
174662,Technology Lead,RCLADM2,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,19-Apr-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Basic
174662,Technology Lead,RCLADM2,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,23-Aug-16,Offshore,Absent,0,Not Qualified,,Role Based,13179,Basic
174662,Technology Lead,RCLADM2,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,28-Apr-16,Offshore,Attended,45,Not Qualified,,Role Based,13179,Basic
175124,Technology Lead,EAISIBM,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,6-May-16,Offshore,Attended,33,Not Qualified,,Need Based,13179,Basic
177321,Test Analyst,,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,10-Feb-17,Offshore,Absent,0,Not Qualified,Exit Case,On Demand,13179,Basic
177321,Test Analyst,,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,25-May-17,Offshore,Absent,0,Not Qualified,Exit Case,On Demand,13179,Basic
177321,Test Analyst,,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,30-Jan-17,Offshore,Absent,0,Not Qualified,Exit Case,On Demand,13179,Basic
178001,Technology Analyst,DNADE2,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,22-Feb-16,Onsite,Attended,63,Qualified,,Role Based,13179,Basic
178443,Technology Lead,DNADC1,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,27-Jul-16,Offshore,Attended,53,Not Qualified,,On Demand,13179,Basic
178578,Technology Lead,,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,10-Mar-16,Offshore,Attended,70,Qualified,Exit Case,On Demand,13179,Basic
179155,Technology Analyst,,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,15-Mar-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
179155,Technology Analyst,,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,22-Mar-16,Offshore,Attended,60,Qualified,Exit Case,Role Based,13179,Basic
179508,Technology Lead,DNADE1,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,15-Sep-16,Offshore,Attended,63,Qualified,,Role Based,13179,Basic
179508,Technology Lead,DNADE1,LT-BIGDATA,TEU24FTK8PS,HDP Certified Java Developer (HDPCD-Java) Exam,Technical,External,Specific,N,25-Aug-16,Offshore,Attended,58,Not Qualified,,Role Based,13179,Basic
179804,Technology Analyst,FSADM1,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,27-Dec-17,Offshore,Attended,63,Qualified,,Role Based,13179,Basic
179812,Technology Lead,DNADE1,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,27-Feb-17,Offshore,Absent,0,Not Qualified,,Role Based,13179,Basic
179812,Technology Lead,DNADE1,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,6-Feb-17,Offshore,Attended,68,Qualified,,Role Based,13179,Basic
180272,Technology Analyst,IOTPLM,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,3-May-16,Onsite,Attended,78,Qualified,,Role Based,13179,Basic
181783,Technology Lead,RCLADM1,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,21-Dec-16,Onsite,Attended,58,Not Qualified,,Need Based,13179,Basic
183386,Technology Lead,DNADE2,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,20-Sep-16,Offshore,Attended,70,Qualified,,On Demand,13179,Basic
184500,Technology Analyst,IOTCORE,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,15-Mar-16,Offshore,Attended,65,Qualified,,Role Based,13179,Basic
185136,Technology Analyst,,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,12-May-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
185136,Technology Analyst,,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,18-Apr-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
185136,Technology Analyst,,LT-NOSQL,YPB75AMR4DS,Certified Big Data  NoSQL MongoDB Developer,Technical,Internal,Core,N,22-Mar-16,Offshore,Absent,0,Not Qualified,Exit Case,Role Based,13179,Basic
